objid,RA,Dec,r,dr,g,dg,i,di,dupvar,x,y
76082768633898046,276.86338975,-26.59354832,18.218,0.017,18.917,0.014,17.905,0.01,2,1003.7817977999539,365.27751516933597
76082768655860480,276.86558691,-26.59985341,18.053,0.011,18.862,0.016,17.749,0.013,2,991.265514798362,405.9227499451047
76082768714589794,276.87145886,-26.59209155,18.326,0.019,18.81,0.016,18.058,0.013,2,957.2710390280183,356.0169407307209
76082768720693344,276.87206977,-26.59746683,17.827,0.015,18.439,0.014,17.576,0.012,2,953.8727279417514,390.6493968638118
76082768734718259,276.87347165,-26.59337079,17.546,0.02,18.137,0.028,17.128,0.013,2,945.7059979838546,364.2878003314823
76082768770503835,276.87705046,-26.59705763,16.229,0.015,17.308,0.012,15.691,0.011,2,925.175636650094,388.0910163942624
76082768806550113,276.88065501,-26.6001593,17.719,0.012,18.272,0.015,17.494,0.011,2,904.4849772855231,408.12603413350735
76082768839373158,276.88393752,-26.59762191,18.381,0.13,18.949,0.164,18.152,0.124,2,885.5203732359923,391.8344178244242
76082768849215362,276.88492194,-26.59578508,17.627,0.011,18.424,0.013,17.225,0.012,2,879.8079219100263,380.0188295246455
76082768849490415,276.88494914,-26.59990701,18.297,0.139,18.97,0.179,18.006,0.131,2,879.7463925084965,406.5692655361892
76082768871092879,276.88710934,-26.59785402,17.543,0.011,18.098,0.011,17.301,0.011,2,867.2567240574115,393.3802929306915
76082768924709219,276.89247038,-26.59257063,18.427,0.128,18.995,0.167,18.197,0.119,2,836.2543538291139,359.4360740643875
76082768926417037,276.89264136,-26.59438865,18.091,0.118,18.841,0.177,17.755,0.105,2,835.3121682963229,371.14901942907335
76082768930392524,276.89303921,-26.59814971,10.937,0.026,10.89,0.032,10.854,0.1,2,833.1089142401996,395.38109939224546
76082769019481025,276.90194895,-26.59939924,17.494,0.011,18.516,0.017,17.082,0.013,2,781.8208239151627,403.57706281609234
76082769040591886,276.90405975,-26.59868157,18.408,0.012,18.973,0.018,18.079,0.059,2,769.6459937355459,398.9899190050873
76082769062306857,276.90623072,-26.59453927,18.557,0.129,18.981,0.159,18.412,0.123,2,757.0417274450676,372.34542988654124
76082769064802427,276.90648064,-26.59823067,18.302,0.116,18.875,0.15,18.069,0.109,2,755.69141166104,396.12654108326495
76082769088582293,276.9088585,-26.59834238,14.649,0.011,16.038,0.011,13.515,0.1,2,741.998228410424,396.88654940459946
76082769090160285,276.9090163,-26.60001529,17.649,0.012,18.44,0.019,17.308,0.012,2,741.1299824043074,407.6647116157668
76082769091406745,276.90914054,-26.59463199,17.459,0.016,18.111,0.025,17.202,0.015,2,740.2835823517505,372.9921782023082
76082769132379824,276.9132379,-26.59206686,17.817,0.012,18.491,0.015,17.587,0.023,2,716.6201792028207,356.54016755058774
76082769143561272,276.91435679,-26.59919314,18.82,0.018,18.626,0.221,18.604,0.023,2,710.3503476582536,402.4609691648131
76082769156807895,276.91568069,-26.59367443,17.149,0.011,17.754,0.013,16.912,0.014,2,702.5891426686397,366.93709177892583
76082769166905333,276.91669083,-26.59580889,15.251,0.01,16.033,0.011,14.898,0.012,2,696.8234335403542,380.70305060146535
76082769195104599,276.9195106,-26.59642108,16.853,0.01,17.762,0.015,16.408,0.012,2,680.5971032235199,384.6955714402721
76082769228227221,276.92282236,-26.59423601,16.227,0.009,16.827,0.009,15.984,0.009,2,661.467272790085,370.6795812825906
76082769249332346,276.92493392,-26.59829843,18.193,0.012,18.834,0.015,17.95,0.016,2,649.4067383956758,396.88371277773695
76082769250260093,276.92502635,-26.6001758,17.939,0.047,18.56,0.03,17.709,0.022,2,648.9214900750424,408.9777774906946
76082769268427282,276.92684202,-26.59418468,18.316,0.013,18.962,0.017,18.072,0.054,2,638.3129220174234,370.4204729114014
76082769301315136,276.93013115,-26.59597328,18.27,0.112,18.807,0.134,18.058,0.108,2,619.4130353763727,382.00017100361543
76082769357306489,276.93573068,-26.59484563,17.64,0.021,18.435,0.025,17.222,0.013,2,587.1315849500756,374.83847403865195
76082769457047977,276.94570473,-26.59360559,18.43,0.114,18.868,0.137,18.277,0.11,2,529.6494341343356,367.0357778002247
76082769481743600,276.94817453,-26.59725318,18.368,0.107,18.923,0.12,18.146,0.104,2,515.5192497616716,390.5768346780389
76082769542293704,276.95422954,-26.59716629,16.583,0.012,17.649,0.01,16.094,0.011,2,480.6413136347629,390.1320740026225
76082769560925468,276.95609218,-26.59569674,18.256,0.017,18.813,0.013,18.033,0.022,2,469.873688950014,380.7021712687992
76082769589303631,276.95893085,-26.59722773,18.406,0.108,18.956,0.131,18.186,0.103,2,453.56435424515087,390.6181760566435
76082769611934398,276.96119366,-26.59658848,18.017,0.02,18.872,0.013,17.667,0.028,2,440.51381689690515,386.544520560941
76082769668234212,276.96682373,-26.59674316,16.817,0.017,17.281,0.011,16.655,0.018,2,408.0897889803514,387.6509279816427
76082769705026746,276.97050221,-26.59463145,17.931,0.016,18.686,0.017,17.593,0.011,2,386.844557624775,374.1218038321099
76082769744735062,276.97447369,-26.59603483,17.755,0.11,18.344,0.129,17.513,0.106,2,364.0078529200607,383.24034895612317
76082769753453097,276.97534543,-26.59767266,16.376,0.018,17.394,0.012,15.864,0.012,2,359.03202435039435,393.8073173273788
76082769842042978,276.98420427,-26.59777142,18.077,0.016,18.869,0.011,17.74,0.011,2,308.0099014111069,394.62295647305046
76092768521660724,276.85216609,-26.59131665,18.35,0.117,18.921,0.155,18.118,0.11,2,1068.3823718902995,350.7371360190633
76092768612314401,276.86123125,-26.58825279,16.812,0.011,17.216,0.011,16.622,0.011,2,1016.098880035938,331.13580299671446
